"","AUROC","AUPR","AUROC0","AUPR0"
"1",0.388063284442397,0.00993019569968934,0.302532294423669,0.00722737837669407
"2",0.359997069503897,0.0172846620153256,0.280629032321716,0.0156684074906307
"3",0.3706748358052,0.00926961500107491,0.296821702824846,0.00835300032585884
"4",0.356040513372666,0.0124968405508914,0.315194288549803,0.0216064701780732
"5",0.302397991223669,0.00509393679162908,0.267583947578166,0.00704022464723705
"6",0.356639256219259,0.011476199603785,0.276896764766827,0.00840613305219375
"7",0.369340029196375,0.00802490324876224,0.366214083346683,0.0106884552456452
"8",0.344846498838865,0.00865415566335584,0.285291355403765,0.00826692279023338
"9",0.345167906640708,0.0077621209415843,0.303672811570383,0.00822696466265153
"10",0.347754222503489,0.00935290767321594,0.304395729834133,0.00961530675823454
"11",0.358181140117457,0.00829045815004924,0.266375345398322,0.00701965820210279
"12",0.401881497756273,0.0377214639045802,0.230814266449622,0.00456583254338314
"13",0.338457525263531,0.00790619266771754,0.282813948785023,0.00804757828911792
"14",0.344576437773805,0.00768575221214064,0.31304626827214,0.00769515848831178
"15",0.384953683909604,0.0114737013602347,0.347557132141958,0.0118712125934716
"16",0.323056941556449,0.00688521080231054,0.268480041218114,0.00761652552267129
"17",0.359443203477048,0.00819479559211701,0.353021395585691,0.0104108767918774
"18",0.430026268947842,0.00962640727268494,0.432579485010587,0.0121691111339214
"19",0.315887861349635,0.00745031691372055,0.264987252004308,0.00777689071820387
"20",0.340780617529966,0.00839008267579045,0.288631062860838,0.00759304601809706
"21",0.359518394253071,0.00823509363767352,0.291884166873611,0.00790197697905144
"22",0.327737992640197,0.00654117796111929,0.292703211715655,0.0072074674923719
"23",0.372294440157635,0.00949195821442853,0.309770381022183,0.00793569325169293
